Vendor ID	Vendor Name	vendorEnabled	us_price	vcat	host_is	reacts_with	itemid	Item Name	itemEnabled	featuredItemEnabled	catalogNumber	qty	Another Worthless Spec	size	Worthless Spec	productUrl	biocompareUrl	cat_ids	cat_names
1234	Exiqon	1	4.75	Mark III	Homo Sapiens	Homo Sapiens	290141	C. Elegans ProbeLibrary kit	0	NULL		90 x 250 assays	6533EEA6-3152-416C-950A-1D00227B4A15	NULL	CE81B5EE-F734-41A6-ADBE-EB0319420A0E	http://www.probelibrary.com/?from=biocom15	http://www.biocompare.com/ProductDetails/290141/C-Elegans-ProbeLibrary-kit.html		
1234	Exiqon	1	5	Mark III	Bos Taurus	Murine	290142	C. Elegans ProbeLibrary refill	0	NULL		1 x 500 assays	2E240443-97A4-4D71-8A89-83BB1B9DB38B	NULL	AFCFCCCD-0313-4807-B0AD-6FE139F0A114	http://www.probelibrary.com/?from=biocom15	http://www.biocompare.com/ProductDetails/290142/C-Elegans-ProbeLibrary-refill.html		
1234	Exiqon	1	5.25	Mark III	Bos Taurus	Homo Sapiens	290143	C. Elegans ProbeLibrary refill (3)	0	NULL		3 x 500 assays	D44C98FC-1B56-4855-9F42-58A6CEE72CA4	NULL	6792E9E5-3C78-4361-AA46-64B04071F1E3	http://www.probelibrary.com/?from=biocom15	http://www.biocompare.com/ProductDetails/290143/C-Elegans-ProbeLibrary-refill-3-.html		
1234	Exiqon	1	5.5	Mark III	Homo Sapiens	Murine	316014	Pre-validated miRCURY™ detection probes	0	NULL		NULL	CDD0D7CA-01A9-49F1-B93B-BF9CD74DAF68	5 nmol / 20 nmol	5B62F59F-C380-4FAB-B9E0-7A1338F546EA	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/316014/Pre-validated-miRCURY-detection-probes.html	13245;	RNA Detection Kits;
1234	Exiqon	1	5.75	Mark III	Bos Taurus	Homo Sapiens	316015	Pre-designed miRCURY™ detection probes	0	NULL		NULL	69B4FC26-2693-417D-8698-8736AD3AC8D7	5 nmol / 20 nmol	10EB1BD2-2C69-407C-9150-B72486A9FC1F	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/316015/Pre-designed-miRCURY-detection-probes.html	13245;	RNA Detection Kits;
1234	Exiqon	1	6	Mark III	Bos Taurus	Murine	316016	Custom miRCURY™ detection probes	0	NULL		NULL	5A050B31-0C32-4E73-88CE-B03E4B385DFF	5 nmol / 20 nmol	97D5208F-937C-4B3B-96AE-6E0431B59B39	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/316016/Custom-miRCURY-detection-probes.html	13245;	RNA Detection Kits;
1234	Exiqon	1	6.25	Mark III	Homo Sapiens	Homo Sapiens	491090	miRCURY™ LNA in situ Detection probes	0	NULL	10000-xx to 99999-xx	NULL	3563608F-8A5A-407A-B2A3-47FD8E5360B5	250 pmol / 25-50 reactions or more (depending on application)	075F7942-034F-4FF7-B93E-F4893216E859	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/491090/miRCURY-LNA-in-situ-Detection-probes.html	13245;	RNA Detection Kits;
1234	Exiqon	1	6.5	Mark III	Bos Taurus	Murine	491091	miRCURY™ LNA Northern Blotting Detection probes	0	NULL	10000-xx to 99999-xx	NULL	EF6447D8-7A57-4845-AB4C-F24B585EC778	250 pmol / 25 reactions	A87000E1-F3DB-415D-A99F-94A2F674007B	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/491091/miRCURY-LNA-Northern-Blotting-Detection-probes.html	13245;	RNA Detection Kits;
1234	Exiqon	1	6.75	Mark III	Bos Taurus	Homo Sapiens	491092	miRCURY™ LNA Knockdown probes	0	NULL	110000-199000	5 nmol 	068016FD-D690-40AE-AE4E-5039E86F486D	5 nmol 	F5E11BB3-A005-4AA6-88C1-DB5F67EF68DD	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/491092/miRCURY-LNA-Knockdown-probes.html	16508;17490;	miRNA Inhibitors;RNAi Search;
1234	Exiqon	1	7	Mark III	Homo Sapiens	Murine	491093	miRCURY™ LNA Array ready-to-spot probe set	0	NULL	208010V7.1	1 set	84D4A909-8C4A-4939-8FD0-6D03B485D5CF	1 set	A112C40C-1192-4DA7-B1E9-C5484E9EF654	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/491093/miRCURY-LNA-Array-ready-to-spot-probe-set.html	16616;17490;	miRNA Detection Probes;RNAi Search;
1234	Exiqon	1	7.25	Mark III	Bos Taurus	Homo Sapiens	491094	miRCURY™ LNA Array microarray slides	0	NULL	208000A	3 slides	505EB425-9E3A-4066-B17C-90253628D556	3 slides	C7061B8C-202B-4957-9600-A343A7154BB2	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/491094/miRCURY-LNA-Array-microarray-slides.html	17153;	miRNA Microarrays;
1234	Exiqon	1	7.5	Mark III	Bos Taurus	Murine	491095	miRCURY™ LNA Array microarray slides	0	NULL	208001A	6 slides	CEEC6BDE-3C67-4029-BA59-69BBA92BCAC8	6 slides	4C494819-39F3-4CBE-82A8-7FB269A6C5C6	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/491095/miRCURY-LNA-Array-microarray-slides.html	17153;	miRNA Microarrays;
1234	Exiqon	1	7.75	Mark III	Homo Sapiens	Homo Sapiens	491096	miRCURY™ LNA Array microarray slides	0	NULL	208002A	24 slides	D71579EF-2708-4CC9-8FCC-7791C19A3BBF	24 slides	D6B65D94-CF07-4BE0-A94F-F8F6AF70E8B3	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/491096/miRCURY-LNA-Array-microarray-slides.html	17153;	miRNA Microarrays;
1234	Exiqon	1	8	Mark III	Bos Taurus	Murine	491097	miRCURY™ LNA Array, Hy5™ labelling kit 	0	NULL	208030A	24 reactions	9CDF9564-2CEC-4D3F-BF81-F7858B31AF2E	24 reactions	F16BD1A8-DA92-4608-80D1-409571F2569E	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/491097/miRCURY-LNA-Array-Hy5-labelling-kit.html	15945;	miRNA Probe Labeling Kits;
1234	Exiqon	1	8.25	Mark III	Bos Taurus	Homo Sapiens	491098	miRCURY™ LNA Array, Hy3™ labelling kit 	0	NULL	208031A	24 reactions	4FD5C985-9F51-434D-A6EF-FD115DC40D30	24 reactions	8C0BC061-17AB-4941-99BB-9C2A0BF3538E	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/491098/miRCURY-LNA-Array-Hy3-labelling-kit.html	15945;	miRNA Probe Labeling Kits;
1234	Exiqon	1	8.5	Mark III	Homo Sapiens	Murine	491099	miRCURY™ LNA Array, Hy3™/Hy5™ labelling kit 	0	NULL	208032A	24 reactions	0F064C17-1E2A-41F1-BBD3-EEF7DB0497EB	24 reactions	4EF49692-2F25-4969-A9F5-AFC03AAB772D	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/491099/miRCURY-LNA-Array-Hy3-Hy5-labelling-kit.html	15945;	miRNA Probe Labeling Kits;
1234	Exiqon	1	8.75	Mark III	Bos Taurus	Homo Sapiens	491100	Exiqon microRNA profiling services	0	NULL	CATA 1	NULL	7A621BFE-C609-4DFF-AE4D-44A2E586673C	NULL	A5058305-A852-40E3-A637-E69A8F8BC438	http://www.exiqon.com/SEEEMS/2873.asp	http://www.biocompare.com/ProductDetails/491100/Exiqon-microRNA-profiling-services.html	18643;	microRNA Expression Profiling Services;
1234	Exiqon	1	9	Mark III	Bos Taurus	Murine	491101	Custom LNA Oligonucleotide synthesis	0	NULL	CATA 2	NULL	48BF0846-6E13-48A9-8211-EA3D39D72326	NULL	CCC52BFD-CB37-4490-B273-4C9ED80A1D67	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/491101/Custom-LNA-Oligonucleotide-synthesis.html	8797;	Custom Oligo Synthesis Services;
1234	Exiqon	1	9.25	Mark III	Homo Sapiens	Homo Sapiens	492456	LNA mRNA ISH probes	0	NULL	NULL	NULL	9D5042E9-4B89-4575-B637-650952ADC0A7		F6D1EAC8-5B3F-4AFA-AE4D-B4C85B049325	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/492456/LNA-mRNA-ISH-probes.html		
1234	Exiqon	1	9.5	Mark III	Bos Taurus	Murine	492457	LNA-ISH Cytogenetics - Human centromere alpha satellite ISH probes	0	NULL	NULL	NULL	C18237FA-0D0F-4C83-80B7-C7CC19BE4683		3514D20D-52E6-44D7-84A9-5395FCD3538E	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/492457/LNA-ISH-Cytogenetics-Human-centromere-alpha-satellite-ISH-probes.html	3722;	ISH Centromere Probes;
1234	Exiqon	1	9.75	Mark III	Bos Taurus	Homo Sapiens	492458	LNA-ISH – Cytogenetics Human telomere ISH probes	0	NULL	NULL	NULL	963FA417-654E-4776-ABE7-A347D30469E8		F34DE9DB-229E-41F6-B577-6A647B706C37	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/492458/LNA-ISH-Cytogenetics-Human-telomere-ISH-probes.html	4383;	ISH Probes (Misc.);
1234	Exiqon	1	10	Mark III	Homo Sapiens	Murine	492459	LNA-ISH – Cytogenetics Human satellite 2 repeat ISH probes	0	NULL	NULL	NULL	E796282C-F3C1-44E2-9C7C-A3EFCC550063		CD7823F1-D75A-4663-A76D-7F38F2D4D977	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/492459/LNA-ISH-Cytogenetics-Human-satellite-2-repeat-ISH-probes.html	4383;	ISH Probes (Misc.);
1234	Exiqon	1	10.25	Mark III	Bos Taurus	Homo Sapiens	492489	LNA-T20 for mRNA isolation	0	NULL	NULL		CC939833-49D5-467E-B761-3A6C2B324B20	NULL	A7A34CCD-7DEB-4782-BB6E-FFE9215C79A2	http://www.exiqon.com	http://www.biocompare.com/ProductDetails/492489/LNA-T20-for-mRNA-isolation.html	7696;	mRNA Isolation Reagents;
1234	Exiqon	1	10.5	Mark III	Bos Taurus	Murine	904153	miRCURY™ LNA microRNA Arrays	0	NULL	NULL	NULL	55598C9A-A4A6-4CD0-B9CE-BCBB4789BB35	NULL	C6B98F51-D29E-4483-8831-6F90E607C0BA	http://www.exiqon.com/array	http://www.biocompare.com/ProductDetails/904153/miRCURY-LNA-microRNA-Arrays.html	17153;	miRNA Microarrays;
1234	Exiqon	1	10.75	Mark III	Homo Sapiens	Homo Sapiens	1632490	Exiqon miRCURY™ LNA microRNA PCR system SYBR&#174; Green master mix, 200 reactions	1	NULL	201000	1 kit	41532FBB-D69E-4C6F-86AE-A5598BB6DF38	NULL	062A8C4B-6DF1-4D77-80CC-0A8914527209	http://www.exiqon.com/microrna-real-time-pcr	http://www.biocompare.com/ProductDetails/1632490/Exiqon-miRCURY-LNA-microRNA-PCR-system-SYBR-174-Green-master-mix-200-reactions.html	12244;	SYBR&amp;reg; Green qPCR Master Mixes;
1234	Exiqon	1	11	Mark III	Bos Taurus	Murine	1632491	Exiqon miRCURY™ LNA microRNA PCR system First-strand cDNA Synthesis Kit, 200 reactions	1	NULL	201100	1 kit	45A00F64-A3FB-4A38-8EF9-CF7D870480C0	NULL	265628AC-E76B-467F-9AC6-CAA9CB34FA7E	http://www.exiqon.com/microrna-real-time-pcr	http://www.biocompare.com/ProductDetails/1632491/Exiqon-miRCURY-LNA-microRNA-PCR-system-First-strand-cDNA-Synthesis-Kit-200-reactions.html	122;	cDNA Synthesis Kits;
1234	Exiqon	1	11.25	Mark III	Bos Taurus	Homo Sapiens	1632492	Exiqon microRNA Array Profiling Service - RNA QC, labeling, hybridization, imaging, with full data analysis	1	NULL	208102	1 sample	1A6184CB-7C2D-49C1-876D-641B02AE13E9	NULL	9B7B0B97-A5DF-4131-8F11-2E61D6FF5E67	http://www.exiqon.com/microRNA-array-profiling-services	http://www.biocompare.com/ProductDetails/1632492/Exiqon-microRNA-Array-Profiling-Service-RNA-QC-labeling-hybridization-imaging-with-full-data-analysis.html	18643;	microRNA Expression Profiling Services;
1234	Exiqon	1	11.5	Mark III	Homo Sapiens	Murine	1632493	Exiqon miRCURY LNA™ microRNA PCR Services - RNA QC, PCR reaction execution, with full data analysis	1	NULL	208106	1 assay	FE68FF95-DF8D-486B-8434-407921C5E1A9	NULL	E8191EB0-B148-4F24-AD38-3F408E1D6D9B	http://www.exiqon.com/microRNA-pcr-services	http://www.biocompare.com/ProductDetails/1632493/Exiqon-miRCURY-LNA-microRNA-PCR-Services-RNA-QC-PCR-reaction-execution-with-full-data-analysis.html	33186;	microRNA qRT-PCR Services;
1234	Exiqon	1	11.75	Mark III	Bos Taurus	Homo Sapiens	1632494	Exiqon In vivo LNA™ microRNA Inhibitor, phosphorothioate backbone, ready to label	1	NULL	300500	10-100 mg synthesis	9A17AE74-9024-4852-A25D-4DDF25786C48	NULL	BABB8BF7-6188-4D1A-A392-605B825CBD27	http://www.exiqon.com/microrna-knockdown-in-vivo-probes	http://www.biocompare.com/ProductDetails/1632494/Exiqon-In-vivo-LNA-microRNA-Inhibitor-phosphorothioate-backbone-ready-to-label.html	33463;	MicroRNA Knockdown Probes for Functional Analysis;
1234	Exiqon	1	12	Mark III	Bos Taurus	Murine	1632495	Exiqon In vivo LNA™ microRNA Inhibitor, phosphorothioate backbone, fluorescein labeled	1	NULL	300501	10-100 mg synthesis	A3CE008E-F346-4E30-8D89-93279C7924EC	NULL	CD4FC6CC-FF16-4F54-A4C4-DC60CF1768CB	http://www.exiqon.com/microrna-knockdown-in-vivo-probes	http://www.biocompare.com/ProductDetails/1632495/Exiqon-In-vivo-LNA-microRNA-Inhibitor-phosphorothioate-backbone-fluorescein-labeled.html	33463;	MicroRNA Knockdown Probes for Functional Analysis;
1234	Exiqon	1	12.25	Mark III	Homo Sapiens	Homo Sapiens	1632496	Exiqon In vivo LNA™ microRNA Inhibitor, phosphorothioate backbone, cholesterol conjugated	1	NULL	300502	10-100 mg synthesis	A965E33D-2D58-4032-948E-51432EA962A9	NULL	48311BCD-1032-493A-A3A0-1ACA14EBFD47	http://www.exiqon.com/microrna-knockdown-in-vivo-probes	http://www.biocompare.com/ProductDetails/1632496/Exiqon-In-vivo-LNA-microRNA-Inhibitor-phosphorothioate-backbone-cholesterol-conjugated.html	33463;	MicroRNA Knockdown Probes for Functional Analysis;
1234	Exiqon	1	12.5	Mark III	Bos Taurus	Murine	1632497	Exiqon miRCURY LNA microRNA Inhibitor Library - Human v12.0 - 918 oligos, 0.25nmol each, lyophilized in 96-well format	1	NULL	190101-00	1 set of 96 well plates	9C190F00-7B89-4529-AC00-59B38D23812E	NULL	F66FE478-A707-46DE-AC1F-DB9BFBC815B5	http://www.exiqon.com/microrna-knockdown-library	http://www.biocompare.com/ProductDetails/1632497/Exiqon-miRCURY-LNA-microRNA-Inhibitor-Library-Human-v12-0-918-oligos-0-25nmol-each-lyophilized-in-96-well-format.html	16508;	miRNA Inhibitors;
1234	Exiqon	1	12.75	Mark III	Bos Taurus	Homo Sapiens	1632498	Exiqon miRCURY LNA microRNA Inhibitor Library - Mouse v12.0 - 0.25nmol each, lyophilized in 96-well format	1	NULL	190201-00	1 set of 96 well plates	7ABDCF11-5F68-4355-ACAB-F9EB6DE753F8	NULL	2C7D4E0E-9B95-41F5-AB94-FB03C9151525	http://www.exiqon.com/microrna-knockdown-library	http://www.biocompare.com/ProductDetails/1632498/Exiqon-miRCURY-LNA-microRNA-Inhibitor-Library-Mouse-v12-0-0-25nmol-each-lyophilized-in-96-well-format.html	16508;	miRNA Inhibitors;
1234	Exiqon	1	13	Mark III	Homo Sapiens	Murine	1632499	Exiqon miRCURY LNA microRNA Inhibitor Library - Human and Mouse v12.0 - 0.25nmol each, lyophilized in 96-well format	1	NULL	190301-00	1 set of 96 well plates	146CE313-F6F0-46B9-B03A-FFA12D95B834	NULL	72AF00F4-B301-4433-9D44-7CA26DDD3CF9	http://www.exiqon.com/microrna-knockdown-library	http://www.biocompare.com/ProductDetails/1632499/Exiqon-miRCURY-LNA-microRNA-Inhibitor-Library-Human-and-Mouse-v12-0-0-25nmol-each-lyophilized-in-96-well-format.html	16508;	miRNA Inhibitors;
1234	Exiqon	1	13.25	Mark III	Bos Taurus	Homo Sapiens	1632500	Sense miR-159 Control, Exiqon miRCURY™ knockdown probe, 5 nmol, ready to label	1	NULL	199000-00	5 nmol	79CE63EA-9229-42B7-B598-FD429455FD08	NULL	82ABFAC3-96FD-4269-9C69-374E9FDD5839	http://www.exiqon.com/microrna-knockdown-probes	http://www.biocompare.com/ProductDetails/1632500/Sense-miR-159-Control-Exiqon-miRCURY-knockdown-probe-5-nmol-ready-to-label.html	33463;	MicroRNA Knockdown Probes for Functional Analysis;
1234	Exiqon	1	13.5	Mark III	Bos Taurus	Murine	1632501	Sense miR-159 Control, Exiqon miRCURY™ knockdown probe, 5 nmol, 5&#39;-amino labeled	1	NULL	199000-02	5 nmol	742705A0-2CF8-487D-BE5D-6644458631DC	NULL	0506F74C-3A92-4322-B3C4-F47C87FFE7F3	http://www.exiqon.com/microrna-knockdown-probes	http://www.biocompare.com/ProductDetails/1632501/Sense-miR-159-Control-Exiqon-miRCURY-knockdown-probe-5-nmol-5-39-amino-labeled.html	33463;	MicroRNA Knockdown Probes for Functional Analysis;
1234	Exiqon	1	13.75	Mark III	Homo Sapiens	Homo Sapiens	1632502	Sense miR-159 Control, Exiqon miRCURY™ knockdown probe, 5 nmol, 5&#39;-fluorescein labeled	1	NULL	199000-04	5 nmol	2F008BE3-AE56-4437-8A4E-5B7E9BBBF4DC	NULL	752F8CF3-32E5-4EA0-B8A8-CD978BADB2F8	http://www.exiqon.com/microrna-knockdown-probes	http://www.biocompare.com/ProductDetails/1632502/Sense-miR-159-Control-Exiqon-miRCURY-knockdown-probe-5-nmol-5-39-fluorescein-labeled.html	33463;	MicroRNA Knockdown Probes for Functional Analysis;
1234	Exiqon	1	14	Mark III	Bos Taurus	Murine	1632503	Sense miR-159 Control, Exiqon miRCURY™ knockdown probe, 5 nmol, 3&#39;-amino labeled	1	NULL	199000-06	5 nmol	51E0F572-B9DF-4CD9-81CC-D0566761B33E	NULL	4CF913C1-837A-4675-8960-2EFA011768D3	http://www.exiqon.com/microrna-knockdown-probes	http://www.biocompare.com/ProductDetails/1632503/Sense-miR-159-Control-Exiqon-miRCURY-knockdown-probe-5-nmol-3-39-amino-labeled.html	33463;	MicroRNA Knockdown Probes for Functional Analysis;
1234	Exiqon	1	14.25	Mark III	Bos Taurus	Homo Sapiens	1632504	Sense miR-159 Control, Exiqon miRCURY™ knockdown probe, 5 nmol, 3&#39;-fluorescein labeled	1	NULL	199000-08	5 nmol	BCD01D4C-7A69-495A-B1C9-A3AFA4400DB4	NULL	3B8F08DD-9B6D-451B-9746-F191FCAA972F	http://www.exiqon.com/microrna-knockdown-probes	http://www.biocompare.com/ProductDetails/1632504/Sense-miR-159-Control-Exiqon-miRCURY-knockdown-probe-5-nmol-3-39-fluorescein-labeled.html	33463;	MicroRNA Knockdown Probes for Functional Analysis;
1234	Exiqon	1	14.5	Mark III	Homo Sapiens	Murine	1632505	Scramble-miR Control, Exiqon miRCURY™ knockdown probe, 5 nmol, ready to label	1	NULL	199002-00	5 nmol	86D5A4E4-3A18-4298-ABE5-6A2C938D6BDB	NULL	F0BDDEB9-981E-4542-8D2B-31D8843E5939	http://www.exiqon.com/microrna-knockdown-probes	http://www.biocompare.com/ProductDetails/1632505/Scramble-miR-Control-Exiqon-miRCURY-knockdown-probe-5-nmol-ready-to-label.html	33463;	MicroRNA Knockdown Probes for Functional Analysis;
1234	Exiqon	1	14.75	Mark III	Bos Taurus	Homo Sapiens	1632506	Scramble-miR Control, Exiqon miRCURY™ knockdown probe, 5 nmol, 5&#39;-amino labeled	1	NULL	199002-02	5 nmol	DCE63786-A89B-4188-8517-5BCD85ED49C4	NULL	F7ED838F-582B-4C3D-B0B7-7420E0C092C5	http://www.exiqon.com/microrna-knockdown-probes	http://www.biocompare.com/ProductDetails/1632506/Scramble-miR-Control-Exiqon-miRCURY-knockdown-probe-5-nmol-5-39-amino-labeled.html	33463;	MicroRNA Knockdown Probes for Functional Analysis;
1234	Exiqon	1	15	Mark III	Bos Taurus	Murine	1632507	Scramble-miR Control, Exiqon miRCURY™ knockdown probe, 5 nmol, 5&#39;-fluorescein labeled	1	NULL	199002-04	5 nmol	D9E7F272-7C00-4C37-88CA-55C5B38DF8DE	NULL	33B923E4-9BC4-4979-8CFA-BAE56CD1F00D	http://www.exiqon.com/microrna-knockdown-probes	http://www.biocompare.com/ProductDetails/1632507/Scramble-miR-Control-Exiqon-miRCURY-knockdown-probe-5-nmol-5-39-fluorescein-labeled.html	33463;	MicroRNA Knockdown Probes for Functional Analysis;
1234	Exiqon	1	15.25	Mark III	Homo Sapiens	Homo Sapiens	1632508	Scramble-miR Control, Exiqon miRCURY™ knockdown probe, 5 nmol, 3&#39;-amino labeled	1	NULL	199002-06	5 nmol	EC742444-71DE-4009-9D31-29FDAABC96E4	NULL	7D1FF746-E73B-4E21-8AC1-F5662EA07F1A	http://www.exiqon.com/microrna-knockdown-probes	http://www.biocompare.com/ProductDetails/1632508/Scramble-miR-Control-Exiqon-miRCURY-knockdown-probe-5-nmol-3-39-amino-labeled.html	33463;	MicroRNA Knockdown Probes for Functional Analysis;
1234	Exiqon	1	15.5	Mark III	Bos Taurus	Murine	1632509	Scramble-miR Control, Exiqon miRCURY™ knockdown probe, 5 nmol, 3&#39;-fluorescein labeled	1	NULL	199002-08	5 nmol	56C6D5A0-239D-4FBC-9288-9E15E6077516	NULL	14DA11E1-4981-4846-9AEE-688DC5F390CA	http://www.exiqon.com/microrna-knockdown-probes	http://www.biocompare.com/ProductDetails/1632509/Scramble-miR-Control-Exiqon-miRCURY-knockdown-probe-5-nmol-3-39-fluorescein-labeled.html	33463;	MicroRNA Knockdown Probes for Functional Analysis;
